edge_id,chain,hop,layer,kind,src_module,src_offset,src_name,src_insn,dst_module,dst_offset,dst_name,resolved_by,confidence,evidence,source,note
E0654,CH-11,0,L5,dart_call,libapp.so,0x51a92c,"LL::LL +(LL, LL)",bl #0x1d2540,libapp.so,0x1d2540,0x1d2540,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/ycg.dart:139 inside `LL +(LL, LL)` (function entry 0x51a8d8), instruction `//     0x51a92c: bl              #0x1d2540`",output/blutter/asm/ycg.dart:139,"file output/blutter/asm/ycg.dart, class LL, function at 0x51a8d8"
E0655,CH-11,0,L5,dart_call,libapp.so,0x51a93c,"LL::LL +(LL, LL)",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/ycg.dart:146 inside `LL +(LL, LL)` (function entry 0x51a8d8), instruction `//     0x51a93c: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/ycg.dart:146,"file output/blutter/asm/ycg.dart, class LL, function at 0x51a8d8"
E0656,CH-11,0,L5,dart_tail_call,libapp.so,0x51a940,"LL::LL +(LL, LL)",b #0x51a8ec,libapp.so,0x51a8ec,ycg_LL::op_add_51a8d8,inside the function blutter names at 0x51a8d8 (add_func range),strong,"output/blutter/asm/ycg.dart:147 inside `LL +(LL, LL)` (function entry 0x51a8d8), instruction `// 0x51a940: b               #0x51a8ec`",output/blutter/asm/ycg.dart:147,"file output/blutter/asm/ycg.dart, class LL, function at 0x51a8d8"
E0657,CH-11,0,L5,dart_call,libapp.so,0x51a9d4,"KL::KL +(KL, KL)",bl #0x51aacc  ; IsType_KL_Stub,libapp.so,0x51aacc,IsType_KL_Stub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/ycg.dart:190 inside `KL +(KL, KL)` (function entry 0x51a98c), instruction `//     0x51a9d4: bl              #0x51aacc  ; IsType_KL_Stub`",output/blutter/asm/ycg.dart:190,"file output/blutter/asm/ycg.dart, class KL, function at 0x51a98c"
E0658,CH-11,0,L5,dart_call,libapp.so,0x51a9e0,"KL::KL +(KL, KL)",bl #0x1d2c04,libapp.so,0x1d2c04,0x1d2c04,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/ycg.dart:194 inside `KL +(KL, KL)` (function entry 0x51a98c), instruction `//     0x51a9e0: bl              #0x1d2c04`",output/blutter/asm/ycg.dart:194,"file output/blutter/asm/ycg.dart, class KL, function at 0x51a98c"
E0659,CH-11,0,L5,dart_call,libapp.so,0x51a9f0,"KL::KL +(KL, KL)",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/ycg.dart:201 inside `KL +(KL, KL)` (function entry 0x51a98c), instruction `//     0x51a9f0: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/ycg.dart:201,"file output/blutter/asm/ycg.dart, class KL, function at 0x51a98c"
E0660,CH-11,0,L5,dart_tail_call,libapp.so,0x51a9f4,"KL::KL +(KL, KL)",b #0x51a9a0,libapp.so,0x51a9a0,ycg_KL::op_add_51a98c,inside the function blutter names at 0x51a98c (add_func range),strong,"output/blutter/asm/ycg.dart:202 inside `KL +(KL, KL)` (function entry 0x51a98c), instruction `// 0x51a9f4: b               #0x51a9a0`",output/blutter/asm/ycg.dart:202,"file output/blutter/asm/ycg.dart, class KL, function at 0x51a98c"
E0661,CH-11,0,L5,dart_call,libapp.so,0x51aa58,"KL::KL -(KL, KL)",bl #0x51aacc  ; IsType_KL_Stub,libapp.so,0x51aacc,IsType_KL_Stub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/ycg.dart:234 inside `KL -(KL, KL)` (function entry 0x51aa10), instruction `//     0x51aa58: bl              #0x51aacc  ; IsType_KL_Stub`",output/blutter/asm/ycg.dart:234,"file output/blutter/asm/ycg.dart, class KL, function at 0x51aa10"
E0662,CH-11,0,L5,dart_call,libapp.so,0x51aa64,"KL::KL -(KL, KL)",bl #0x1d2c80,libapp.so,0x1d2c80,0x1d2c80,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/ycg.dart:238 inside `KL -(KL, KL)` (function entry 0x51aa10), instruction `//     0x51aa64: bl              #0x1d2c80`",output/blutter/asm/ycg.dart:238,"file output/blutter/asm/ycg.dart, class KL, function at 0x51aa10"
E0663,CH-11,0,L5,dart_call,libapp.so,0x51aa74,"KL::KL -(KL, KL)",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/ycg.dart:245 inside `KL -(KL, KL)` (function entry 0x51aa10), instruction `//     0x51aa74: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/ycg.dart:245,"file output/blutter/asm/ycg.dart, class KL, function at 0x51aa10"
E0664,CH-11,0,L5,dart_tail_call,libapp.so,0x51aa78,"KL::KL -(KL, KL)",b #0x51aa24,libapp.so,0x51aa24,ycg_KL::op_sub_51aa10,inside the function blutter names at 0x51aa10 (add_func range),strong,"output/blutter/asm/ycg.dart:246 inside `KL -(KL, KL)` (function entry 0x51aa10), instruction `// 0x51aa78: b               #0x51aa24`",output/blutter/asm/ycg.dart:246,"file output/blutter/asm/ycg.dart, class KL, function at 0x51aa10"
E0665,CH-11,0,L5,dart_call,libapp.so,0x51aab4,"KL::KL *(KL, double)",bl #0x4c21e0,libapp.so,0x4c21e0,0x4c21e0,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/ycg.dart:262 inside `KL *(KL, double)` (function entry 0x51aa94), instruction `//     0x51aab4: bl              #0x4c21e0`",output/blutter/asm/ycg.dart:262,"file output/blutter/asm/ycg.dart, class KL, function at 0x51aa94"
E0666,CH-11,0,L5,dart_call,libapp.so,0x51aac4,"KL::KL *(KL, double)",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/ycg.dart:269 inside `KL *(KL, double)` (function entry 0x51aa94), instruction `//     0x51aac4: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/ycg.dart:269,"file output/blutter/asm/ycg.dart, class KL, function at 0x51aa94"
E0667,CH-11,0,L5,dart_tail_call,libapp.so,0x51aac8,"KL::KL *(KL, double)",b #0x51aaa8,libapp.so,0x51aaa8,ycg_KL::op_mul_51aa94,inside the function blutter names at 0x51aa94 (add_func range),strong,"output/blutter/asm/ycg.dart:270 inside `KL *(KL, double)` (function entry 0x51aa94), instruction `// 0x51aac8: b               #0x51aaa8`",output/blutter/asm/ycg.dart:270,"file output/blutter/asm/ycg.dart, class KL, function at 0x51aa94"
E0343,CH-11,0,L5,dart_call,libapp.so,0x51b094,"Zsa::Zsa +(Zsa, Zsa)",bl #0x5523c0  ; DefaultTypeTestStub,libapp.so,0x5523c0,DefaultTypeTestStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/amg.dart:41 inside `Zsa +(Zsa, Zsa)` (function entry 0x51b04c), instruction `//     0x51b094: bl              #0x5523c0  ; DefaultTypeTestStub`",output/blutter/asm/amg.dart:41,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b04c"
E0344,CH-11,0,L5,dart_call,libapp.so,0x51b0a0,"Zsa::Zsa +(Zsa, Zsa)",bl #0x1db604,libapp.so,0x1db604,0x1db604,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/amg.dart:45 inside `Zsa +(Zsa, Zsa)` (function entry 0x51b04c), instruction `//     0x51b0a0: bl              #0x1db604`",output/blutter/asm/amg.dart:45,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b04c"
E0345,CH-11,0,L5,dart_call,libapp.so,0x51b0b0,"Zsa::Zsa +(Zsa, Zsa)",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/amg.dart:52 inside `Zsa +(Zsa, Zsa)` (function entry 0x51b04c), instruction `//     0x51b0b0: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/amg.dart:52,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b04c"
E0346,CH-11,0,L5,dart_tail_call,libapp.so,0x51b0b4,"Zsa::Zsa +(Zsa, Zsa)",b #0x51b060,libapp.so,0x51b060,amg_Zsa::op_add_51b04c,inside the function blutter names at 0x51b04c (add_func range),strong,"output/blutter/asm/amg.dart:53 inside `Zsa +(Zsa, Zsa)` (function entry 0x51b04c), instruction `// 0x51b0b4: b               #0x51b060`",output/blutter/asm/amg.dart:53,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b04c"
E0347,CH-11,0,L5,dart_call,libapp.so,0x51b0f0,"Zsa::Zsa *(Zsa, double)",bl #0x1db7f8,libapp.so,0x1db7f8,0x1db7f8,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/amg.dart:69 inside `Zsa *(Zsa, double)` (function entry 0x51b0d0), instruction `//     0x51b0f0: bl              #0x1db7f8`",output/blutter/asm/amg.dart:69,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b0d0"
E0348,CH-11,0,L5,dart_call,libapp.so,0x51b100,"Zsa::Zsa *(Zsa, double)",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/amg.dart:76 inside `Zsa *(Zsa, double)` (function entry 0x51b0d0), instruction `//     0x51b100: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/amg.dart:76,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b0d0"
E0349,CH-11,0,L5,dart_tail_call,libapp.so,0x51b104,"Zsa::Zsa *(Zsa, double)",b #0x51b0e4,libapp.so,0x51b0e4,amg_Zsa::op_mul_51b0d0,inside the function blutter names at 0x51b0d0 (add_func range),strong,"output/blutter/asm/amg.dart:77 inside `Zsa *(Zsa, double)` (function entry 0x51b0d0), instruction `// 0x51b104: b               #0x51b0e4`",output/blutter/asm/amg.dart:77,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b0d0"
E0350,CH-11,0,L5,dart_call,libapp.so,0x51b168,"Zsa::Zsa -(Zsa, Zsa)",bl #0x5523c0  ; DefaultTypeTestStub,libapp.so,0x5523c0,DefaultTypeTestStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/amg.dart:109 inside `Zsa -(Zsa, Zsa)` (function entry 0x51b120), instruction `//     0x51b168: bl              #0x5523c0  ; DefaultTypeTestStub`",output/blutter/asm/amg.dart:109,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b120"
E0351,CH-11,0,L5,dart_call,libapp.so,0x51b174,"Zsa::Zsa -(Zsa, Zsa)",bl #0x1db8c8,libapp.so,0x1db8c8,0x1db8c8,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/amg.dart:113 inside `Zsa -(Zsa, Zsa)` (function entry 0x51b120), instruction `//     0x51b174: bl              #0x1db8c8`",output/blutter/asm/amg.dart:113,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b120"
E0352,CH-11,0,L5,dart_call,libapp.so,0x51b184,"Zsa::Zsa -(Zsa, Zsa)",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/amg.dart:120 inside `Zsa -(Zsa, Zsa)` (function entry 0x51b120), instruction `//     0x51b184: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/amg.dart:120,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b120"
E0353,CH-11,0,L5,dart_tail_call,libapp.so,0x51b188,"Zsa::Zsa -(Zsa, Zsa)",b #0x51b134,libapp.so,0x51b134,amg_Zsa::op_sub_51b120,inside the function blutter names at 0x51b120 (add_func range),strong,"output/blutter/asm/amg.dart:121 inside `Zsa -(Zsa, Zsa)` (function entry 0x51b120), instruction `// 0x51b188: b               #0x51b134`",output/blutter/asm/amg.dart:121,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b120"
E0354,CH-11,0,L5,dart_call,libapp.so,0x51b1dc,"Zsa::double [](Zsa, int)",bl #0x55b758  ; IsType_int_Stub,libapp.so,0x55b758,IsType_int_Stub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/amg.dart:147 inside `double [](Zsa, int)` (function entry 0x51b1a4), instruction `//     0x51b1dc: bl              #0x55b758  ; IsType_int_Stub`",output/blutter/asm/amg.dart:147,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b1a4"
E0355,CH-11,0,L5,dart_call,libapp.so,0x51b24c,"Zsa::double [](Zsa, int)",bl #0x554b7c  ; RangeErrorSharedWithoutFPURegsStub,libapp.so,0x554b7c,RangeErrorSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/amg.dart:186 inside `double [](Zsa, int)` (function entry 0x51b1a4), instruction `//     0x51b24c: bl              #0x554b7c  ; RangeErrorSharedWithoutFPURegsStub`",output/blutter/asm/amg.dart:186,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b1a4"
E0356,CH-11,0,L5,dart_call,libapp.so,0x51b254,"Zsa::double [](Zsa, int)",bl #0x554584  ; AllocateDoubleStub,libapp.so,0x554584,AllocateDoubleStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/amg.dart:190 inside `double [](Zsa, int)` (function entry 0x51b1a4), instruction `//     0x51b254: bl              #0x554584  ; AllocateDoubleStub`",output/blutter/asm/amg.dart:190,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b1a4"
E0357,CH-11,0,L5,dart_tail_call,libapp.so,0x51b25c,"Zsa::double [](Zsa, int)",b #0x51b23c,libapp.so,0x51b23c,amg_Zsa::op_at_51b1a4,inside the function blutter names at 0x51b1a4 (add_func range),strong,"output/blutter/asm/amg.dart:193 inside `double [](Zsa, int)` (function entry 0x51b1a4), instruction `// 0x51b25c: b               #0x51b23c`",output/blutter/asm/amg.dart:193,"file output/blutter/asm/amg.dart, class Zsa, function at 0x51b1a4"
E0299,CH-11,0,L5,dart_call,libapp.so,0x51c054,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x519270  ; InitAsyncStub,libapp.so,0x519270,InitAsyncStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Ydg.dart:125 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c054: bl              #0x519270  ; InitAsyncStub`",output/blutter/asm/Ydg.dart:125,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0300,CH-11,0,L5,dart_call,libapp.so,0x51c08c,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x514480  ; AwaitWithTypeCheckStub,libapp.so,0x514480,AwaitWithTypeCheckStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Ydg.dart:144 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c08c: bl              #0x514480  ; AwaitWithTypeCheckStub`",output/blutter/asm/Ydg.dart:144,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0301,CH-11,0,L5,dart_tail_call,libapp.so,0x51c094,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",b #0x51c0f8,libapp.so,0x51c0f8,Ydg__NS::_anon_closure_51c000,inside the function blutter names at 0x51c000 (add_func range),strong,"output/blutter/asm/Ydg.dart:146 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `// 0x51c094: b               #0x51c0f8`",output/blutter/asm/Ydg.dart:146,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0302,CH-11,0,L5,dart_call,libapp.so,0x51c0b0,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x5136ac  ; AllocatedxStub -> dx (size=0x2c),libapp.so,0x5136ac,AllocatedxStub -> dx (size=0x2c),blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Ydg.dart:155 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c0b0: bl              #0x5136ac  ; AllocatedxStub -> dx (size=0x2c)`",output/blutter/asm/Ydg.dart:155,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0303,CH-11,0,L5,dart_call,libapp.so,0x51c0c4,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x19ac78,libapp.so,0x19ac78,0x19ac78,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/Ydg.dart:163 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c0c4: bl              #0x19ac78`",output/blutter/asm/Ydg.dart:163,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0304,CH-11,0,L5,dart_call,libapp.so,0x51c0c8,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x513784  ; AllocatehxStub -> hx (size=0x14),libapp.so,0x513784,AllocatehxStub -> hx (size=0x14),blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Ydg.dart:165 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c0c8: bl              #0x513784  ; AllocatehxStub -> hx (size=0x14)`",output/blutter/asm/Ydg.dart:165,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0305,CH-11,0,L5,dart_call,libapp.so,0x51c0e8,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x17d558,libapp.so,0x17d558,0x17d558,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/Ydg.dart:178 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c0e8: bl              #0x17d558`",output/blutter/asm/Ydg.dart:178,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0306,CH-11,0,L5,dart_tail_call,libapp.so,0x51c118,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",b #0x519244  ; ReturnAsyncNotFutureStub,libapp.so,0x519244,ReturnAsyncNotFutureStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Ydg.dart:194 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c118: b               #0x519244  ; ReturnAsyncNotFutureStub`",output/blutter/asm/Ydg.dart:194,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0307,CH-11,0,L5,dart_call,libapp.so,0x51c150,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x5527b0  ; ReThrowStub,libapp.so,0x5527b0,ReThrowStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Ydg.dart:210 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c150: bl              #0x5527b0  ; ReThrowStub`",output/blutter/asm/Ydg.dart:210,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0308,CH-11,0,L5,dart_call,libapp.so,0x51c158,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Ydg.dart:213 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c158: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/Ydg.dart:213,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0309,CH-11,0,L5,dart_tail_call,libapp.so,0x51c15c,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",b #0x51c050,libapp.so,0x51c050,Ydg__NS::_anon_closure_51c000,inside the function blutter names at 0x51c000 (add_func range),strong,"output/blutter/asm/Ydg.dart:214 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `// 0x51c15c: b               #0x51c050`",output/blutter/asm/Ydg.dart:214,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0310,CH-11,11,L5,dart_call,libapp.so,0x51c160,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x554e8c  ; NullErrorSharedWithoutFPURegsStub,libapp.so,0x554e8c,NullErrorSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Ydg.dart:216 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c160: bl              #0x554e8c  ; NullErrorSharedWithoutFPURegsStub`",output/blutter/asm/Ydg.dart:216,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0311,CH-11,0,L5,dart_call,libapp.so,0x51c164,"_NS::[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async",bl #0x554e8c  ; NullErrorSharedWithoutFPURegsStub,libapp.so,0x554e8c,NullErrorSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Ydg.dart:218 inside `[closure] Future<void> <anonymous closure>(dynamic, ByteData?, (dynamic, ByteData?) => void) async` (function entry 0x51c000), instruction `//     0x51c164: bl              #0x554e8c  ; NullErrorSharedWithoutFPURegsStub`",output/blutter/asm/Ydg.dart:218,"file output/blutter/asm/Ydg.dart, class _NS, function at 0x51c000"
E0437,CH-11,0,L5,dart_call,libapp.so,0x51e0c8,"gt::et +(gt, et)",bl #0x5523c0  ; DefaultTypeTestStub,libapp.so,0x5523c0,DefaultTypeTestStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/dYf.dart:45 inside `et +(gt, et)` (function entry 0x51e08c), instruction `//     0x51e0c8: bl              #0x5523c0  ; DefaultTypeTestStub`",output/blutter/asm/dYf.dart:45,"file output/blutter/asm/dYf.dart, class gt, function at 0x51e08c"
E0438,CH-11,0,L5,dart_call,libapp.so,0x51e0d0,"gt::et +(gt, et)",bl #0x5527dc  ; ThrowStub,libapp.so,0x5527dc,ThrowStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/dYf.dart:49 inside `et +(gt, et)` (function entry 0x51e08c), instruction `//     0x51e0d0: bl              #0x5527dc  ; ThrowStub`",output/blutter/asm/dYf.dart:49,"file output/blutter/asm/dYf.dart, class gt, function at 0x51e08c"
E0138,CH-11,0,L5,dart_call,libapp.so,0x51f154,"wU::Map<String, dynamic> wVa(wU)",bl #0x1f5748,libapp.so,0x1f5748,0x1f5748,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/Beg.dart:136 inside `Map<String, dynamic> wVa(wU)` (function entry 0x51f13c), instruction `//     0x51f154: bl              #0x1f5748`",output/blutter/asm/Beg.dart:136,"file output/blutter/asm/Beg.dart, class wU, function at 0x51f13c"
E0139,CH-11,0,L5,dart_call,libapp.so,0x51f164,"wU::Map<String, dynamic> wVa(wU)",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Beg.dart:143 inside `Map<String, dynamic> wVa(wU)` (function entry 0x51f13c), instruction `//     0x51f164: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/Beg.dart:143,"file output/blutter/asm/Beg.dart, class wU, function at 0x51f13c"
E0140,CH-11,0,L5,dart_tail_call,libapp.so,0x51f168,"wU::Map<String, dynamic> wVa(wU)",b #0x51f150,libapp.so,0x51f150,Beg_wU::wVa_51f13c,inside the function blutter names at 0x51f13c (add_func range),strong,"output/blutter/asm/Beg.dart:144 inside `Map<String, dynamic> wVa(wU)` (function entry 0x51f13c), instruction `// 0x51f168: b               #0x51f150`",output/blutter/asm/Beg.dart:144,"file output/blutter/asm/Beg.dart, class wU, function at 0x51f13c"
E0135,CH-11,0,L5,dart_call,libapp.so,0x51f19c,"AS::Map<String, dynamic> wVa(AS)",bl #0x1f5884,libapp.so,0x1f5884,0x1f5884,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/Beg.dart:105 inside `Map<String, dynamic> wVa(AS)` (function entry 0x51f184), instruction `//     0x51f19c: bl              #0x1f5884`",output/blutter/asm/Beg.dart:105,"file output/blutter/asm/Beg.dart, class AS, function at 0x51f184"
E0136,CH-11,1,L5,dart_call,libapp.so,0x51f1ac,"AS::Map<String, dynamic> wVa(AS)",bl #0x554734  ; StackOverflowSharedWithoutFPURegsStub,libapp.so,0x554734,StackOverflowSharedWithoutFPURegsStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/Beg.dart:112 inside `Map<String, dynamic> wVa(AS)` (function entry 0x51f184), instruction `//     0x51f1ac: bl              #0x554734  ; StackOverflowSharedWithoutFPURegsStub`",output/blutter/asm/Beg.dart:112,"file output/blutter/asm/Beg.dart, class AS, function at 0x51f184"
E0137,CH-11,0,L5,dart_tail_call,libapp.so,0x51f1b0,"AS::Map<String, dynamic> wVa(AS)",b #0x51f198,libapp.so,0x51f198,Beg_AS::wVa_51f184,inside the function blutter names at 0x51f184 (add_func range),strong,"output/blutter/asm/Beg.dart:113 inside `Map<String, dynamic> wVa(AS)` (function entry 0x51f184), instruction `// 0x51f1b0: b               #0x51f198`",output/blutter/asm/Beg.dart:113,"file output/blutter/asm/Beg.dart, class AS, function at 0x51f184"
E0358,CH-11,0,L5,dart_call,libapp.so,0x5203b4,"aC::aC +(aC, aC)",bl #0x5523c0  ; DefaultTypeTestStub,libapp.so,0x5523c0,DefaultTypeTestStub,blutter's inline stub comment in the same listing,proven,"output/blutter/asm/amg.dart:231 inside `aC +(aC, aC)` (function entry 0x52036c), instruction `//     0x5203b4: bl              #0x5523c0  ; DefaultTypeTestStub`",output/blutter/asm/amg.dart:231,"file output/blutter/asm/amg.dart, class aC, function at 0x52036c"
E0359,CH-11,0,L5,dart_call,libapp.so,0x5203c0,"aC::aC +(aC, aC)",bl #0x201e74,libapp.so,0x201e74,0x201e74,(unresolved) no symbol in the committed dump covers this code address,candidate,"output/blutter/asm/amg.dart:235 inside `aC +(aC, aC)` (function entry 0x52036c), instruction `//     0x5203c0: bl              #0x201e74`",output/blutter/asm/amg.dart:235,"file output/blutter/asm/amg.dart, class aC, function at 0x52036c"
